"business_id","date","ViolationTypeID","risk_category","description"
14303,"20160224",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
14429,"20150903",103141,"Low Risk","Improper food labeling or menu misrepresentation"
14429,"20150903",103105,"High Risk","Improper cooling methods"
14429,"20140617",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
14429,"20140617",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
14429,"20140617",103150,"Low Risk","Improper or defective plumbing"
14525,"20150902",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
14525,"20150902",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
14525,"20150902",103160,"Low Risk","Inadequate HACCP plan record keeping"
14525,"20150902",103122,"Moderate Risk","Reservice of previously served foods"
14568,"20161129",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
14568,"20161129",103102,"High Risk","Unclean hands or improper use of gloves"
14568,"20161129",103103,"High Risk","High risk food holding temperature "
14568,"20160502",103120,"Moderate Risk","Moderate risk food holding temperature "
14568,"20160502",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
14568,"20160502",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14575,"20160603",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
14575,"20160603",103155,"Low Risk","Unapproved  living quarters in food facility"
14575,"20140516",103161,"Low Risk","Low risk vermin infestation"
14575,"20140516",103155,"Low Risk","Unapproved  living quarters in food facility"
14575,"20140516",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
14575,"20140516",103142,"Low Risk","Unclean nonfood contact surfaces"
14575,"20140516",103138,"Low Risk","Improper storage use or identification of toxic substances"
14575,"20140516",103120,"Moderate Risk","Moderate risk food holding temperature "
14577,"20160509",103114,"High Risk","High risk vermin infestation"
14577,"20160509",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14577,"20140818",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
14577,"20140818",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
14577,"20140818",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
14577,"20140818",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14577,"20140818",103114,"High Risk","High risk vermin infestation"
14688,"20150729",103156,"Low Risk","Permit license or inspection report not posted"
14688,"20150729",103120,"Moderate Risk","Moderate risk food holding temperature "
14688,"20140625",103103,"High Risk","High risk food holding temperature "
14688,"20140625",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14688,"20160831",103148,"Low Risk","No thermometers or uncalibrated thermometers "
14688,"20160831",103139,"Low Risk","Improper food storage"
14740,"20141029",103143,"Low Risk","Inadequate warewashing facilities or equipment"
14740,"20150331",103109,"High Risk","Unclean or unsanitary food contact surfaces"
14740,"20140429",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14743,"20141029",103129,"Moderate Risk","Insufficient hot water or running water"
14743,"20160429",103129,"Moderate Risk","Insufficient hot water or running water"
14883,"20150324",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
14883,"20160628",103120,"Moderate Risk","Moderate risk food holding temperature "
14883,"20160628",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
14883,"20160628",103133,"Moderate Risk","Foods not protected from contamination"
14883,"20160628",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
14909,"20161026",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
14910,"20161026",103161,"Low Risk","Low risk vermin infestation"
14971,"20160919",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14971,"20141124",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
14971,"20160304",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
14971,"20160304",103139,"Low Risk","Improper food storage"
14971,"20160304",103157,"Low Risk","Food safety certificate or food handler card not available"
14971,"20160304",103112,"High Risk","No hot water or running water"
14971,"20150924",103133,"Moderate Risk","Foods not protected from contamination"
14971,"20150924",103145,"Low Risk","Improper storage of equipment utensils or linens"
14971,"20160304",103145,"Low Risk","Improper storage of equipment utensils or linens"
14971,"20140219",103120,"Moderate Risk","Moderate risk food holding temperature "
15055,"20161221",103102,"High Risk","Unclean hands or improper use of gloves"
15055,"20141006",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
15055,"20141006",103142,"Low Risk","Unclean nonfood contact surfaces"
15055,"20150428",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
15055,"20150428",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
15055,"20150428",103142,"Low Risk","Unclean nonfood contact surfaces"
15055,"20140410",103139,"Low Risk","Improper food storage"
15055,"20140410",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
15055,"20160628",103102,"High Risk","Unclean hands or improper use of gloves"
15055,"20160628",103145,"Low Risk","Improper storage of equipment utensils or linens"
15055,"20160628",103131,"Moderate Risk","Moderate risk vermin infestation"
15094,"20150428",103123,"Moderate Risk","Food in poor condition"
15094,"20150428",103131,"Moderate Risk","Moderate risk vermin infestation"
15094,"20140321",103161,"Low Risk","Low risk vermin infestation"
15094,"20140321",103143,"Low Risk","Inadequate warewashing facilities or equipment"
15120,"20140501",103141,"Low Risk","Improper food labeling or menu misrepresentation"
15120,"20140501",103142,"Low Risk","Unclean nonfood contact surfaces"
15120,"20140501",103120,"Moderate Risk","Moderate risk food holding temperature "
15120,"20160706",103157,"Low Risk","Food safety certificate or food handler card not available"
15120,"20160706",103156,"Low Risk","Permit license or inspection report not posted"
15120,"20160706",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
15120,"20160706",103143,"Low Risk","Inadequate warewashing facilities or equipment"
15120,"20160706",103129,"Moderate Risk","Insufficient hot water or running water"
15184,"20140916",103131,"Moderate Risk","Moderate risk vermin infestation"
15184,"20140916",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
15184,"20140916",103105,"High Risk","Improper cooling methods"
15184,"20140916",103118,"Moderate Risk","Employee eating or smoking"
15184,"20140916",103120,"Moderate Risk","Moderate risk food holding temperature "
15184,"20140916",103133,"Moderate Risk","Foods not protected from contamination"
15184,"20140213",103120,"Moderate Risk","Moderate risk food holding temperature "
15184,"20140213",103131,"Moderate Risk","Moderate risk vermin infestation"
15184,"20140213",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
15184,"20140213",103142,"Low Risk","Unclean nonfood contact surfaces"
15184,"20140213",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
15184,"20160728",103105,"High Risk","Improper cooling methods"
15184,"20160728",103139,"Low Risk","Improper food storage"
15184,"20160728",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
15279,"20161012",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
15279,"20161012",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
15279,"20161012",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
15279,"20151001",103120,"Moderate Risk","Moderate risk food holding temperature "
15279,"20151001",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
15279,"20151001",103143,"Low Risk","Inadequate warewashing facilities or equipment"
15279,"20151001",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
15279,"20140604",103161,"Low Risk","Low risk vermin infestation"
15279,"20140604",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
15279,"20140604",103120,"Moderate Risk","Moderate risk food holding temperature "
15535,"20161214",103103,"High Risk","High risk food holding temperature "
15535,"20160418",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
15535,"20160418",103161,"Low Risk","Low risk vermin infestation"
15535,"20140317",103156,"Low Risk","Permit license or inspection report not posted"
15738,"20150507",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
15738,"20150507",103109,"High Risk","Unclean or unsanitary food contact surfaces"
15738,"20150507",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
15738,"20150507",103103,"High Risk","High risk food holding temperature "
15738,"20150507",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
15738,"20150507",103148,"Low Risk","No thermometers or uncalibrated thermometers "
15738,"20150507",103104,"High Risk","Unauthorized or unsafe use of time as a public health control measure"
15752,"20150204",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
15752,"20160414",103142,"Low Risk","Unclean nonfood contact surfaces"
15752,"20140723",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
15806,"20150121",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
15806,"20150121",103131,"Moderate Risk","Moderate risk vermin infestation"
15806,"20160224",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
15806,"20160224",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
15806,"20160802",103161,"Low Risk","Low risk vermin infestation"
15806,"20160802",103143,"Low Risk","Inadequate warewashing facilities or equipment"
16047,"20160216",103162,"Low Risk","Other low risk violation"
16047,"20140408",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
16047,"20140408",103120,"Moderate Risk","Moderate risk food holding temperature "
16286,"20161118",103131,"Moderate Risk","Moderate risk vermin infestation"
16286,"20161118",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
16286,"20161118",103143,"Low Risk","Inadequate warewashing facilities or equipment"
16286,"20161118",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
16329,"20150529",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
16329,"20150529",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
16329,"20150529",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
16329,"20150529",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
16329,"20150529",103103,"High Risk","High risk food holding temperature "
16329,"20140604",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
16329,"20140604",103161,"Low Risk","Low risk vermin infestation"
16329,"20140604",103139,"Low Risk","Improper food storage"
